FID,ID_RECORREGUT,CODI_PARADA,NOM_PARADA,DESC_PARADA,CODI_INTERC,NOM_INTERC,ADRECA,NOM_POBLACIO,NOM_DISTRICTE,NOM_VIA,ORDRE,DISTANCIA_PAR_ANTERIOR,ES_ORIGEN,ES_DESTI,ES_MAXINODE,ID_LINIA,CODI_LINIA,NOM_LINIA,DESC_LINIA,CODI_TRAJECTE,TIPUS_PAQUET,CODI_PAQUET,ORIGEN_TRAJECTE,DESTI_TRAJECTE,DESC_PAQUET,ID_OPERADOR,NOM_OPERADOR,CODI_FAMILIA,NOM_FAMILIA,ORDRE_FAMILIA,ORDRE_LINIA,ID_TIPUS_SERVEI,ID_TIPUS_RECORREGUT,ID_TIPUS_SUB_SERVEI,NOM_TIPUS_SUB_SERVEI,ID_SENTIT,SENTIT,DESC_SENTIT,ID_TIPUS_DIA,CALENDARI_EMULAT,DATA,COLOR_REC,GEOMETRY,PUNTS_PARADA
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1f05,3284953,1264,Villarroel - Hospital Clínic,Villarroel/Rosselló,0,,"Villarroel, 193",Barcelona,Eixample,Carrer de Villarroel,3,418.50009,0,0,0,3333,141,141,Esq. de l'Eixample,1410,1,141-141,Pl. Francesc Macià,Sant Antoni,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1511342522268415 41.38938229832065),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1f04,3284953,1488,Villarroel - Mercat del Ninot,Villarroel/València,47,Clínic,"Villarroel, 137-139",Barcelona,Eixample,Carrer de Villarroel,4,405.12485,0,0,0,3333,141,141,Esq. de l'Eixample,1410,1,141-141,Pl. Francesc Macià,Sant Antoni,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1545540180552223 41.386799032992045),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1f03,3284953,173,Villarroel - Aragó,Villarroel/Consell de Cent,0,,"Villarroel, 107",Barcelona,Eixample,Carrer de Villarroel,5,236.52367,0,0,0,3333,141,141,Esq. de l'Eixample,1410,1,141-141,Pl. Francesc Macià,Sant Antoni,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1565514911672334 41.385291472817606),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1f02,3284953,560,Villarroel - Gran Via,Villarroel/Gran Via,48,Metro Urgell,"Villarroel, 57",Barcelona,Eixample,Carrer de Villarroel,6,313.7107,0,0,1,3333,141,141,Esq. de l'Eixample,1410,1,141-141,Pl. Francesc Macià,Sant Antoni,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.159201020359802 41.38329051494962),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1f01,3284953,1366,Villarroel - Sepúlveda,Villarroel/Floridablanca,49,Sant Antoni,"Villarroel, 25",Barcelona,Eixample,Carrer de Villarroel,7,279.51025,0,0,0,3333,141,141,Esq. de l'Eixample,1410,1,141-141,Pl. Francesc Macià,Sant Antoni,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.161561295152805 41.381507174652164),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1f00,3284953,1636,Tamarit - Mercat de Sant Antoni,Tamarit/Urgell,0,,"Tamarit, 189",Barcelona,Eixample,Carrer de Tamarit,8,243.37007,0,0,0,3333,141,141,Esq. de l'Eixample,1410,1,141-141,Pl. Francesc Macià,Sant Antoni,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.162654315962558 41.3799687176988),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1eff,3284953,3754,Calàbria - Manso,Calàbria/Tamarit,0,,"Calàbria, 22-34",Barcelona,Eixample,Carrer de Calàbria,9,630.06554,0,1,1,3333,141,141,Esq. de l'Eixample,1410,1,141-141,Pl. Francesc Macià,Sant Antoni,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1593367991758 41.37650225363717),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1efe,2777483,3754,Calàbria - Manso,Calàbria/Tamarit,0,,"Calàbria, 22-34",Barcelona,Eixample,Carrer de Calàbria,1,0,1,0,1,3333,141,141,Esq. de l'Eixample,1411,1,141-141,Sant Antoni,Pl. Francesc Macià,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1593367991758 41.37650225363717),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1efd,2777483,205,Calàbria - Floridablanca,Calàbria/Sepúlveda,0,,Calàbria,Barcelona,Eixample,Carrer de Calàbria,2,267.18659,0,0,0,3333,141,141,Esq. de l'Eixample,1411,1,141-141,Sant Antoni,Pl. Francesc Macià,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1570879348578322 41.37821148372946),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1efc,2777483,314,Calàbria - Gran Via,Calàbria/Diputació,0,,"Calàbria, 104",Barcelona,Eixample,Carrer de Calàbria,3,277.44155,0,0,1,3333,141,141,Esq. de l'Eixample,1411,1,141-141,Sant Antoni,Pl. Francesc Macià,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.154743633869562 41.3799794417631),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1efb,2777483,1491,Calàbria - Aragó,Calàbria/València,0,,"Calàbria, 164",Barcelona,Eixample,Carrer de Calàbria,4,401.92967,0,0,0,3333,141,141,Esq. de l'Eixample,1411,1,141-141,Sant Antoni,Pl. Francesc Macià,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1513524654557705 41.3825452752238),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1efa,2777483,1267,Calàbria - Provença,Calàbria/Rosselló,0,,"Calàbria, 216",Barcelona,Eixample,Carrer de Calàbria,5,401.4539,0,0,0,3333,141,141,Esq. de l'Eixample,1411,1,141-141,Sant Antoni,Pl. Francesc Macià,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.147953944210127 41.38509923599778),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef9,2777483,208,París - Viladomat,París/Calàbria,0,,"París, 62",Barcelona,Eixample,Carrer de París,6,411.40182,0,0,0,3333,141,141,Esq. de l'Eixample,1411,1,141-141,Sant Antoni,Pl. Francesc Macià,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1454934439318882 41.387722238414725),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef8,2777483,630,Av de Sarrià - Josep Tarradellas,Av. Sarrià/Buenos Aires,0,,Av. Sarria/Buenos Aires,Barcelona,Eixample,Avinguda de Sarrià,7,600.33017,0,0,0,3333,141,141,Esq. de l'Eixample,1411,1,141-141,Sant Antoni,Pl. Francesc Macià,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1448073579952696 41.39040345199265),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef7,2777483,3186,Comte d'Urgell - Pl Francesc Macià,Comte d'Urgell/Buenos Aires,0,,"Comte D'urgell, 255 ",Barcelona,Eixample,Carrer del Comte d'Urgell,8,349.95072,0,1,1,3333,141,141,Esq. de l'Eixample,1411,1,141-141,Sant Antoni,Pl. Francesc Macià,Esq. de l'Eixample,2,TB,3,Proximitat,14,141,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.145214652176387 41.39209336898087),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef6,3187996,3742,Pl Espanya - Fira Barcelona,Espanya/Paral·lel,0,,"Pl. Espanya, 2",Barcelona,Sants-Montjuïc,Plaça d'Espanya,1,0,1,0,1,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1499019205044405 41.374748951321656),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef5,3187996,1369,Lleida - Av Paral·lel,Lleida/Tamarit,0,,LLeida/Av. Paral·lel (dir. P. Esports),Barcelona,Sants-Montjuïc,Carrer de Lleida,2,398.05768,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1542012064674836 41.3745076816831),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef4,3187996,264,Av Ferrer i Guàrdia - Mèxic,Ferrer i Guàrdia/Mèxic,0,,"Av Marquès de Comillas, 6-8",Barcelona,Sants-Montjuïc,Avinguda de Francesc Ferrer i Guàrdia,3,655.44744,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1498752855210226 41.37116834777214),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef3,3187996,265,Poble Espanyol,Ferrer i Guàrdia/Dàlia,0,,"Av Marquès de Comillas, s/n",Barcelona,Sants-Montjuïc,Avinguda de Francesc Ferrer i Guàrdia,4,421.22858,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1462832002458985 41.369413464240246),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef2,3187996,343,Pl de Sant Jordi,Av. Estadi/Jocs del 92,0,,"Av Estadi , 2-10",Barcelona,Sants-Montjuïc,Avinguda de l'Estadi,5,395.72779,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1447523078622135 41.36632819736415),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef1,3187996,348,Av Estadi - INEFC,Av. Estadi/Pg. Olímpic ,0,,"Av Estadi, 12-22",Barcelona,Sants-Montjuïc,Avinguda de l'Estadi,6,258.09778,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1473729789724305 41.3654771850764),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ef0,3187996,344,Piscines Picornell - Museu Nacional,Av. Estadi/Olímpic ,0,,"Av Estadi, 30-40",Barcelona,Sants-Montjuïc,Avinguda de l'Estadi,7,366.794,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.151358429021537 41.36647227685463),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1eef,3187996,345,Av de l'Estadi - Estadi Olímpic,Av. Estadi/Pg. Olímpic,0,,"Av Estadi, 50-56",Barcelona,Sants-Montjuïc,Avinguda de l'Estadi,8,271.64569,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.154544078115825 41.366001877659464),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1eee,3187996,2581,Vivers Tres Pins,Vivers/Av. de l'Estadi,0,,"Vivers, 2-4",Barcelona,Sants-Montjuïc,Carrer dels Vivers,9,374.47377,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.158748021975521 41.36637391406995),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1eed,3187996,654,Av Miramar - Fundació Joan Miró,Av. Miramar/Fundació Joan Miró,0,,Estadi S/N,Barcelona,Sants-Montjuïc,Avinguda de l'Estadi,10,204.48206,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.159774054918146 41.3677695849906),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1eec,3187996,655,Av Miramar - Estació del Funicular,Av. Miramar/Estació del Funicular,0,,"Av Miramar, 20-30",Barcelona,Sants-Montjuïc,Avinguda de Miramar,11,303.78188,0,0,1,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1629426057175962 41.36887582774872),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1eeb,3187996,2307,Doctor Font i Quer - Tarongers,Dr. Font Quer/Tarongers,0,,"Dr Font, s/n",Barcelona,Sants-Montjuïc,Carrer del Doctor Font i Quer,12,717.16882,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1624986228163454 41.36715488480209),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1eea,3187996,2308,Doctor Font i Quer - Can Valero,Dr. Font Quer/Can Valero,0,,"Dr Font, s/n",Barcelona,Sants-Montjuïc,Carrer del Doctor Font i Quer,13,223.91028,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1605538264503914 41.365839639487355),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee9,3187996,3774,Can Valero - Doctor Font i Quer,Can Valero/Migdia,0,,"Can Valero, 2-8",Barcelona,Sants-Montjuïc,Carrer de Can Valero,14,164.70766,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.16004465389373 41.364741017556575),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee8,3187996,2325,Can Valero - Pg del Migdia,Can Valero/Pg. Migdia,0,,"Can Valero, s/n",Barcelona,Sants-Montjuïc,Carrer de Can Valero,15,251.85266,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.161236778706128 41.36270838131244),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee7,3187996,2315,Castell,Castell de Montjuïc,0,,"Av. del Castell, s/n",Barcelona,Sants-Montjuïc,Carretera de Montjuïc,16,651.7689,0,1,1,2993,150,150,Pl. Espanya / Castell de Montjuïc,1500,1,150-150,Pl. Espanya,Castell de Montjuïc,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.167015095074307 41.36506996456787),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee6,3281348,2315,Castell,Castell de Montjuïc,0,,"Av. del Castell, s/n",Barcelona,Sants-Montjuïc,Carretera de Montjuïc,1,0,1,0,1,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.167015095074307 41.36506996456787),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee5,3281348,2326,Pl de la Sardana,Ctra. Montjuïc/Pl. Sardana,0,,"Ctra de Montjuïc, s/n",Barcelona,Sants-Montjuïc,Carretera de Montjuïc,2,362.30941,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1688706239555695 41.36792352090674),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee4,3281348,2310,Av Miramar - Pl Carlos Ibáñez,Av. Miramar/Ctra. Montjuïc,0,,"Av Miramar, s/n",Barcelona,Sants-Montjuïc,Avinguda de Miramar,3,899.51201,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.168879172182211 41.37025551427328),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee3,3281348,2309,Av Miramar - Pl Dante,Av. Miramar/Pl. Dante,0,,"Av Miramar, s/n",Barcelona,Sants-Montjuïc,Avinguda de Miramar,4,303.17078,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1657876132930305 41.36900232539651),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee2,3281348,656,Av Miramar - Escoles del Bosc,Av. Miramar/Escoles del Bosc,0,,"Av. Miramar, 13-15",Barcelona,Sants-Montjuïc,Avinguda de Miramar,5,322.78047,0,0,1,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.161944164790583 41.36893743579472),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee1,3281348,657,Fundació Joan Miró - Pl Neptú,Fundació Joan Miró/Pl. Neptú,0,,"Estadi,  71- 73",Barcelona,Sants-Montjuïc,Avinguda de l'Estadi,6,228.1987,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.15963103228492 41.36786114804723),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ee0,3281348,346,Estadi Olímpic,Av. Estadi/Estadi Olímpic Montjuïc,0,,"Av Estadi, 65-69",Barcelona,Sants-Montjuïc,Avinguda de l'Estadi,7,416.8345,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.155317209376438 41.3661644082844),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1edf,3281348,347,Piscines Picornell - Museu Nacional,Estadi/Montanyans,0,,"Av Estadi, 26-63 ",Barcelona,Sants-Montjuïc,Avinguda de l'Estadi,8,307.41977,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1517179791373753 41.3665395369425),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ede,3281348,349,Av Estadi - INEFC,Av. Estadi/Montanyans ,0,,"Av Estadi, 7-19",Barcelona,Sants-Montjuïc,Avinguda de l'Estadi,9,442.67573,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1468070800381804 41.36553004784397),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1edd,3281348,1030,Av Ferrer i Guàrdia - Av Montanyans,Ferrer i Guàrdia/Foixarda,0,,Pl. Sant Jordi/Av. Estadi (dir. Espanya),Barcelona,Sants-Montjuïc,Avinguda de Francesc Ferrer i Guàrdia,10,374.1464,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1451376651258793 41.36780413459026),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1edc,3281348,945,Poble Espanyol,Ferrer i Guàrdia/Poble Espanyol,0,,"Av. Marquès de Comillas, 13-27",Barcelona,Sants-Montjuïc,Avinguda de Francesc Ferrer i Guàrdia,11,262.43123,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.146999949605304 41.36942098897514),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1edb,3281348,7009,Alternativa per Fires,Mèxic/Gran Via Corts Catalanes,0,,"Mèxic, 29",Barcelona,Sants-Montjuïc,Carrer de Mèxic,12,502.81569,0,0,0,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.149655908009873 41.37191861582185),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1eda,3281348,3742,Pl Espanya - Fira Barcelona,Espanya/Paral·lel,0,,"Pl. Espanya, 2",Barcelona,Sants-Montjuïc,Plaça d'Espanya,13,514.59848,0,1,1,2993,150,150,Pl. Espanya / Castell de Montjuïc,1501,1,150-150,Castell de Montjuïc,Pl. Espanya,Pl. Espanya / Castell de Montjuïc,2,TB,3,Proximitat,14,150,1,2,102,Sentit Comercial Tornada,2,T,Tornada,2,0,2022-05-07,ED8E8C,POINT (2.1499019205044405 41.374748951321656),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ed9,3260298,2623,Petúnies - Circumval·lació,Circumval·lació/Petúnies,0,,"Circumval·lació, s/n",Montcada i Reixac,,Carrer de Circumval·lació,1,0,1,0,1,2922,155,155,Can Cuiàs / Santa Maria de Montcada,1550,1,155-155,Can Cuiàs,Santa Maria de Montcada,Can Cuiàs / Santa Maria de Montcada,2,TB,3,Proximitat,14,155,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1714896492378197 41.46313982557609),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ed8,3260298,2146,Pl de Mourenx,Pl. Mourenx/Camèlies,0,,Mourenx,Montcada i Reixac,,Plaça de Mourenx,2,338.10659,0,0,0,2922,155,155,Can Cuiàs / Santa Maria de Montcada,1550,1,155-155,Can Cuiàs,Santa Maria de Montcada,Can Cuiàs / Santa Maria de Montcada,2,TB,3,Proximitat,14,155,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.1685635053778913 41.46342104078938),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ed7,3260298,2147,Camèlies - Circumval·lació,Camèlies/Circumval·lació,0,,"Camèlies, 44",Montcada i Reixac,,Carrer Camèlies,3,265.37793,0,0,0,2922,155,155,Can Cuiàs / Santa Maria de Montcada,1550,1,155-155,Can Cuiàs,Santa Maria de Montcada,Can Cuiàs / Santa Maria de Montcada,2,TB,3,Proximitat,14,155,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.170552454618687 41.46193708724857),1
TRAJS_PAR_REC.fid-a0bf965_1809fdb150d_-1ed6,3260298,2148,Circumval·lació - Camèlies,Circumval·lació/Circumval·lació,0,,C/ Circumval·lació s/n,Montcada i Reixac,,Carrer de Circumval·lació,4,176.64229,0,0,1,2922,155,155,Can Cuiàs / Santa Maria de Montcada,1550,1,155-155,Can Cuiàs,Santa Maria de Montcada,Can Cuiàs / Santa Maria de Montcada,2,TB,3,Proximitat,14,155,1,2,101,Sentit Comercial Anada,1,A,Anada,2,0,2022-05-07,DC241F,POINT (2.171957674216054 41.461968690089726),1
